Model:	LI-7820
SN:	TG20-01079
Software Version:	2.1.41
Timestamp:	2022-09-28 10:34:19
Timezone:	Europe/Copenhagen
DATAH	SECONDS	NANOSECONDS	NDX	DIAG	REMARK	DATE	TIME	H2O	N2O	CAVITY_P	CAVITY_T	LASER_PHASE_P	LASER_T	RESIDUAL	RING_DOWN_TIME	THERMAL_ENCLOSURE_T	PHASE_ERROR	LASER_T_SHIFT	INPUT_VOLTAGE	CHK
DATAU	secs	nsecs	index	diag		date	time	ppm	ppb	kPa	°C	kPa	°C		µsecs	°C	counts	°C	V	CHK
DATA	1664361884	543075084	78265	0	""	2022-09-28	12:44:44	11696.925	346.12781	39.8347	55.0003	31.5849	34.8853	0.00219614	38.4492	54.4998	-0.4	-0.10586	14.2268	155
DATA	1664361885	543075084	78275	0	""	2022-09-28	12:44:45	11696.493	346.12094	39.8337	55.0003	31.5849	34.8853	0.00218988	38.4488	54.4998	24.3	-0.10586	14.2273	176
DATA	1664361886	542952060	78285	0	""	2022-09-28	12:44:46	11693.821	345.73315	39.8345	55.0003	31.5857	34.8853	0.00219305	38.4478	54.4998	24.8	-0.10586	14.2269	161
DATA	1664361887	542952060	78295	0	""	2022-09-28	12:44:47	11692.875	346.06781	39.8352	55.0003	31.5873	34.8853	0.00218762	38.4473	54.4998	41.2	-0.10586	14.2269	166
DATA	1664361888	542952060	78305	0	""	2022-09-28	12:44:48	11693.737	345.79004	39.834	55.0003	31.587	34.8853	0.00218945	38.4472	54.4998	-28.5	-0.10586	14.2269	108
DATA	1664361889	542826175	78315	0	""	2022-09-28	12:44:49	11690.961	345.3837	39.8342	55.0003	31.5852	34.8853	0.00217914	38.4495	54.4998	32.3	-0.10586	14.2268	112
DATA	1664361890	542826175	78325	0	""	2022-09-28	12:44:50	11690.133	345.39578	39.834	55.0003	31.585	34.8853	0.00218153	38.4483	54.4998	18.8	-0.10586	14.2269	 50
DATA	1664361891	542826175	78335	0	""	2022-09-28	12:44:51	11688.219	345.3024	39.8339	55.0003	31.5854	34.8853	0.00218312	38.4493	54.4998	15.3	-0.10586	14.2269	 92
DATA	1664361892	542705059	78345	0	""	2022-09-28	12:44:52	11684.113	345.7699	39.8347	55.0003	31.5852	34.8853	0.00218086	38.4495	54.4998	15.7	-0.10586	14.2266	111
DATA	1664361893	542705059	78355	0	""	2022-09-28	12:44:53	11685.036	345.55371	39.8332	55.0003	31.5857	34.8853	0.00218218	38.4493	54.4998	-29.5	-0.10586	14.2262	195
DATA	1664361894	542705059	78365	0	""	2022-09-28	12:44:54	11681.356	346.24341	39.8344	55.0002	31.5844	34.8853	0.00218393	38.4485	54.4998	17.3	-0.10586	14.226	 96
DATA	1664361895	542572021	78375	0	""	2022-09-28	12:44:55	11678.551	345.94363	39.8337	55.0002	31.586	34.8853	0.00218666	38.4456	54.4998	41.9	-0.10586	14.2263	110
DATA	1664361896	542572021	78385	0	""	2022-09-28	12:44:56	11675.804	346.16498	39.8337	55.0001	31.587	34.8853	0.00218487	38.4441	54.4998	-11.1	-0.10586	14.2262	143
DATA	1664361897	542572021	78395	0	""	2022-09-28	12:44:57	11675.471	345.94998	39.8335	54.9996	31.586	34.8853	0.00218636	38.4431	54.4998	-15	-0.10586	14.2258	 93
DATA	1664361898	542446136	78405	0	""	2022-09-28	12:44:58	11676.233	345.89096	39.8332	54.9999	31.5864	34.8853	0.00218108	38.4437	54.4998	18.3	-0.10586	14.2258	191
DATA	1664361899	542446136	78415	0	""	2022-09-28	12:44:59	11676.159	345.95242	39.8334	54.9999	31.5881	34.8853	0.00218241	38.4413	54.4998	-32.3	-0.10586	14.2257	224
DATA	1664361900	542446136	78425	0	""	2022-09-28	12:45:00	11674.007	345.9537	39.8342	55.0003	31.5881	34.8853	0.00218346	38.4419	54.4998	-38.5	-0.10586	14.2255	124
DATA	1664361901	542318105	78435	0	""	2022-09-28	12:45:01	11671.465	345.76721	39.8342	55.0003	31.5886	34.8853	0.00219151	38.4396	54.4998	-54.6	-0.10586	14.2254	175
DATA	1664361902	542318105	78445	0	""	2022-09-28	12:45:02	11670.366	347.69913	39.8347	55.0003	31.5855	34.8853	0.00219412	38.4427	54.4998	6.8	-0.10586	14.2257	 89
DATA	1664361903	542318105	78455	0	""	2022-09-28	12:45:03	11670.14	347.13657	39.8339	55.0003	31.5854	34.8853	0.00219947	38.439	54.4998	7.4	-0.10586	14.2254	242
DATA	1664361904	542194128	78465	0	""	2022-09-28	12:45:04	11672.135	347.70398	39.8335	55.0003	31.5846	34.8853	0.00219591	38.439	54.4998	27.5	-0.10586	14.2257	101
DATA	1664361905	542194128	78475	0	""	2022-09-28	12:45:05	11671.129	347.436	39.8342	55.0003	31.5847	34.8853	0.00219696	38.439	54.4998	0	-0.10586	14.2251	 95
DATA	1664361906	542194128	78485	0	""	2022-09-28	12:45:06	11670.13	347.45831	39.834	55.0003	31.5855	34.8853	0.00220021	38.4396	54.4998	17.2	-0.10586	14.2252	 19
DATA	1664361907	542067050	78495	0	""	2022-09-28	12:45:07	11670.881	347.95673	39.834	55.0003	31.5867	34.8853	0.00219704	38.4385	54.4998	-30.1	-0.10586	14.2252	141
DATA	1664361908	542067050	78505	0	""	2022-09-28	12:45:08	11672.178	347.75903	39.8339	55.0003	31.5855	34.8853	0.0021978	38.4385	54.4998	-23.4	-0.10586	14.2244	145
DATA	1664361909	542067050	78515	0	""	2022-09-28	12:45:09	11674.91	347.85538	39.8347	55.0003	31.5872	34.8853	0.00219312	38.4401	54.4998	-36.5	-0.10586	14.2247	135
DATA	1664361910	541939020	78525	0	""	2022-09-28	12:45:10	11674.186	347.34604	39.8345	55.0003	31.5846	34.8853	0.00219563	38.4416	54.4998	-1.1	-0.10586	14.2247	118
DATA	1664361911	541939020	78535	0	""	2022-09-28	12:45:11	11673.264	347.5246	39.8345	55.0003	31.5839	34.8853	0.0021931	38.4401	54.4998	-14.7	-0.10586	14.2241	 59
DATA	1664361912	541939020	78545	0	""	2022-09-28	12:45:12	11676.409	348.06812	39.8345	55.0003	31.5849	34.8853	0.00219347	38.4404	54.4998	11.4	-0.10586	14.2244	129
DATA	1664361913	541812181	78555	0	""	2022-09-28	12:45:13	11677.88	347.13986	39.8347	55.0003	31.5864	34.8853	0.00220335	38.4396	54.4998	-23	-0.10586	14.2241	 40
DATA	1664361914	541812181	78565	0	""	2022-09-28	12:45:14	11680.882	347.46213	39.8347	55.0003	31.5854	34.8853	0.00220046	38.4395	54.4998	21.5	-0.10586	14.2241	125
DATA	1664361915	541812181	78575	0	""	2022-09-28	12:45:15	11684.668	347.62555	39.834	55.0003	31.585	34.8853	0.00219751	38.4405	54.4998	-22.9	-0.10586	14.224	 38
DATA	1664361916	541689157	78585	0	""	2022-09-28	12:45:16	11686.619	347.79172	39.8339	55.0003	31.5831	34.8853	0.00219366	38.4418	54.4998	4.5	-0.10586	14.224	 69
DATA	1664361917	541689157	78595	0	""	2022-09-28	12:45:17	11690.323	347.922	39.834	55.0003	31.5834	34.8853	0.00219335	38.4426	54.4998	-6.9	-0.10586	14.224	199
DATA	1664361918	541689157	78605	0	""	2022-09-28	12:45:18	11692.858	347.87238	39.8342	55.0003	31.5844	34.8853	0.0021973	38.4401	54.4998	12.5	-0.10586	14.2241	103
DATA	1664361919	541562080	78615	0	""	2022-09-28	12:45:19	11694.663	347.68848	39.8342	55.0003	31.585	34.8853	0.00220382	38.4396	54.4997	-31.3	-0.10586	14.2238	147
DATA	1664361920	541562080	78625	0	""	2022-09-28	12:45:20	11695.254	347.79932	39.8334	55.0003	31.5837	34.8853	0.00219868	38.4423	54.4991	11	-0.10586	14.2232	 31
DATA	1664361921	541562080	78635	0	""	2022-09-28	12:45:21	11697.572	347.75729	39.8342	55.0003	31.5852	34.8853	0.002198	38.4407	54.4991	12.8	-0.10586	14.2219	 35
DATA	1664361922	541436195	78645	0	""	2022-09-28	12:45:22	11695.715	347.19962	39.8347	55.0003	31.5859	34.8853	0.00220033	38.4402	54.4992	-36.2	-0.10586	14.2218	177
DATA	1664361923	541436195	78655	0	""	2022-09-28	12:45:23	11697.468	347.98843	39.8348	55.0003	31.5842	34.8853	0.00219879	38.4413	54.4995	-16.8	-0.10586	14.2213	215
DATA	1664361924	541436195	78665	0	""	2022-09-28	12:45:24	11699.613	347.83926	39.8344	55.0003	31.5839	34.8853	0.00219398	38.4398	54.4998	-10.4	-0.10586	14.2229	218
DATA	1664361925	541313886	78675	0	""	2022-09-28	12:45:25	11703.494	347.39502	39.8339	55.0003	31.5826	34.8853	0.00219387	38.4422	54.4998	40.2	-0.10586	14.2232	142
DATA	1664361926	541313886	78685	0	""	2022-09-28	12:45:26	11705.185	347.76907	39.8352	55.0003	31.5837	34.8853	0.00219452	38.4403	54.4998	24.7	-0.10586	14.2229	156
DATA	1664361927	541313886	78695	0	""	2022-09-28	12:45:27	11708.29	348.13336	39.8345	55.0003	31.5833	34.8853	0.00220104	38.4392	54.4998	4.2	-0.10586	14.2229	 35
DATA	1664361928	541186094	78705	0	""	2022-09-28	12:45:28	11712.427	347.56491	39.834	55.0003	31.5842	34.8853	0.00219846	38.4387	54.4998	18.2	-0.10586	14.2229	106
DATA	1664361929	541186094	78715	0	""	2022-09-28	12:45:29	11711.479	347.57712	39.8345	55.0003	31.5844	34.8853	0.00219615	38.44	54.4998	-6.1	-0.10586	14.2222	 37
DATA	1664361930	541186094	78725	0	""	2022-09-28	12:45:30	11710.25	347.30872	39.8344	55.0003	31.5831	34.8853	0.00219942	38.4426	54.4998	16.5	-0.10586	14.2222	 68
